seq,time_seconds,event_type,robot_name,message,data_json
447,58.15,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 5.859}"
448,58.3,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (2.50, 23.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 2.5, ""goal_y"": 23.5, ""score"": 42.3596}"
449,58.3,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 20.915}"
450,58.95,goal_assigned,Drone 1,"Assigned coverage-centroid goal at (3.50, 16.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 3.5, ""goal_y"": 16.5, ""score"": 45.8936}"
451,58.95,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 23.051}"
452,59.1,goal_assigned,Drone 3,"Assigned coverage+frontier goal at (1.50, 20.50)","{""goal_type"": ""coverage+frontier"", ""goal_x"": 1.5, ""goal_y"": 20.5, ""score"": 13.9992}"
453,59.1,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.563}"
454,59.2,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (3.50, 16.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 3.5, ""goal_y"": 16.5, ""score"": 16.1427}"
455,59.2,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 6.715}"
456,59.35,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (2.50, 22.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 2.5, ""goal_y"": 22.5, ""score"": 42.0719}"
457,59.35,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 20.693}"
458,60.0,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 22.002}"
459,60.15,goal_assigned,Drone 3,"Assigned coverage-centroid goal at (2.50, 22.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 2.5, ""goal_y"": 22.5, ""score"": 13.7627}"
460,60.15,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 5.421}"
461,60.25,goal_assigned,Drone 4,"Assigned coverage-centroid goal at (2.50, 16.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 2.5, ""goal_y"": 16.5, ""score"": 14.3938}"
462,60.25,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 5.792}"
463,60.4,goal_assigned,Drone 2,"Assigned coverage-centroid goal at (1.50, 22.50)","{""goal_type"": ""coverage-centroid"", ""goal_x"": 1.5, ""goal_y"": 22.5, ""score"": 41.8185}"
464,60.4,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 19.955}"
465,61.05,goal_cleared,Drone 1,No valid exploration goal available,
466,61.2,goal_cleared,Drone 3,No valid exploration goal available,
467,61.3,goal_cleared,Drone 4,No valid exploration goal available,
468,61.45,goal_cleared,Drone 2,No valid exploration goal available,
469,62.5,auto_finished,,Automatic exploration reached completion condition,
470,62.5,run_saved,,Saved outputs to /home/tongshuwu/PycharmProjects/ME435_TermProject/outputs/run_001_seed_124_20260402_100255,"{""free_coverage_ratio"": 1.0, ""known_ratio"": 1.0, ""output_dir"": ""/home/tongshuwu/PycharmProjects/ME435_TermProject/outputs/run_001_seed_124_20260402_100255""}"
